紀錄時間,類別,機組,發電量(MW),備註
2026-01-20 07:32,陸域風力購電(註13),苗栗大鵬,42.0,85.476%
2026-01-20 07:32,陸域風力購電(註13),鹿威彰濱,55.2,82.609%
2026-01-20 07:32,陸域風力購電(註13),觀威觀音&amp;桃威新屋,48.3,81.159%
2026-01-20 07:32,陸域風力購電(註13),中威大安,75.9,122.003%
2026-01-20 07:32,陸域風力購電(註13),創維風,49.2,92.886%
2026-01-20 07:32,陸域風力購電(註13),新源崙背,25.2,96.825%
2026-01-20 07:32,陸域風力購電(註13),彰品風(註10),-,-
2026-01-20 07:32,陸域風力購電(註13),其它購電風力,178.4,45.516%
2026-01-20 07:32,離岸風力台電自有(註13),離岸一期,109.2,85.385%
2026-01-20 07:32,離岸風力台電自有(註13),離岸二期(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),海洋竹南,128.0,96.484%
2026-01-20 07:32,離岸風力購電(註13),海能風,376.0,88.644%
2026-01-20 07:32,離岸風力購電(註13),沃一風,605.2,88.553%
2026-01-20 07:32,離岸風力購電(註13),沃二風,294.8,93.769%
2026-01-20 07:32,離岸風力購電(註13),沃四風(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),沃南風(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),芳一風,96.0,92.750%
2026-01-20 07:32,離岸風力購電(註13),芳二風,451.2,75.523%
2026-01-20 07:32,離岸風力購電(註13),允湖(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),允西(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),中能風(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),龍A風(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),龍B風(註10),-,-
2026-01-20 07:32,,小計,2867.5(4.971%),
2026-01-20 07:32,太陽能台電自有(註13),彰濱光,100.0,45.360%
2026-01-20 07:32,太陽能台電自有(註13),南鹽光,150.0,37.079%
2026-01-20 07:32,太陽能台電自有(註13),其它台電自有,24.3,13.700%
2026-01-20 07:32,太陽能購電(註13),崙尾光,-,-
2026-01-20 07:32,太陽能購電(註13),天衝光,-,-
2026-01-20 07:32,太陽能購電(註13),天篷光,80.0,32.908%
2026-01-20 07:32,太陽能購電(註13),寶興光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),聯華光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),向陽光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),星崴光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),碩力光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),天英光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),志光光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),永堯光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),昱昶光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),星崙光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),新和光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),生利光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),廷和光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),星股光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),其它購電太陽能,14327.6,24.228%
2026-01-20 07:32,,小計,14681.9(25.453%),
2026-01-20 07:32,,台電自有地熱,0.8,0.000%
2026-01-20 07:32,,購電地熱,6.4,46.519%
2026-01-20 07:32,,生質能(Biofuel),60.7,67.920%
2026-01-20 07:32,,小計,67.9(0.118%),
2026-01-20 07:32,抽蓄水力(Pumped Hydro),大觀二#1,250.0,56.120%
2026-01-20 07:32,抽蓄水力(Pumped Hydro),大觀二#2,250.0,0.000%
2026-01-20 07:32,抽蓄水力(Pumped Hydro),大觀二#3,250.0,0.000%
2026-01-20 07:32,抽蓄水力(Pumped Hydro),大觀二#4,250.0,0.000%
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#1,267.0,0.000%
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#2,267.0,0.000%
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#3,267.0,66.142%
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#4,267.0,0.000%
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#5,267.0,0.000%
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#6,267.0,0.000%
2026-01-20 07:32,電池(Battery),電池(註16),811.3,0.986%
2026-01-20 07:32,,小計,3413.3(5.917%),
2026-01-20 07:32,抽蓄水力(Pumped Hydro),大觀二#1,-,-
2026-01-20 07:32,抽蓄水力(Pumped Hydro),大觀二#2,-,-
2026-01-20 07:32,抽蓄水力(Pumped Hydro),大觀二#3,-,-
2026-01-20 07:32,抽蓄水力(Pumped Hydro),大觀二#4,-,-
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#1,-,-
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#2,-,-
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#3,-,-
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#4,-,-
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#5,-,-
2026-01-20 07:32,抽蓄水力(Pumped Hydro),明潭#6,-,-
2026-01-20 07:32,電池(Battery),電池(註16),-,-
2026-01-20 11:27,,林口#1,800.0,94.562%
2026-01-20 11:27,,林口#2,800.0,0.000%
2026-01-20 11:27,,林口#3,800.0,94.550%
2026-01-20 11:27,,台中#1,550.0,81.491%
2026-01-20 11:27,,台中#2,550.0,86.764%
2026-01-20 11:27,,台中#3,550.0,77.127%
2026-01-20 11:27,,台中#4,550.0,0.000%
2026-01-20 11:27,,台中#5,550.0,87.182%
2026-01-20 11:27,,台中#6,550.0,0.000%
2026-01-20 11:27,,台中#7,550.0,87.745%
2026-01-20 11:27,,台中#8,550.0,87.836%
2026-01-20 11:27,,台中#9,550.0,0.000%
2026-01-20 11:27,,台中#10,550.0,92.473%
2026-01-20 11:27,,興達#1(註15),-,-
2026-01-20 11:27,,興達#2(註15),-,-
2026-01-20 11:27,,興達#3(註15),-,-
2026-01-20 11:27,,興達#4(註12),550.0,0.000%
2026-01-20 11:27,,大林#1,800.0,0.000%
2026-01-20 11:27,,大林#2,800.0,94.738%
2026-01-20 11:27,,小計,10050.0(17.423%),
2026-01-20 11:27,,汽電共生,631.4,-
2026-01-20 11:27,,小計,631.4(1.095%),
2026-01-20 11:27,,和平#1,648.6,92.237%
2026-01-20 11:27,,和平#2,660.0,89.152%
2026-01-20 11:27,,小計,1308.6(2.269%),
2026-01-20 11:27,,大潭CC#1,742.7,0.000%
2026-01-20 11:27,,大潭CC#2,742.7,59.109%
2026-01-20 11:27,,大潭CC#3,724.7,92.618%
2026-01-20 11:27,,大潭CC#4,724.7,82.738%
2026-01-20 11:27,,大潭CC#5,724.7,76.735%
2026-01-20 11:27,,大潭CC#6,724.7,86.256%
2026-01-20 11:27,,大潭CC#7(註10),-,-
2026-01-20 11:27,,大潭CC#8,1123.6,0.000%
2026-01-20 11:27,,大潭CC#9,1123.6,100.514%
2026-01-20 11:27,,通霄CC#1,892.6,103.428%
2026-01-20 11:27,,通霄CC#2,892.6,103.708%
2026-01-20 11:27,,通霄CC#3,892.6,105.310%
2026-01-20 11:27,,通霄CC#6,321.2,96.949%
2026-01-20 11:27,,通霄GT#9,180.9,0.000%
2026-01-20 11:27,,台中CC#1(註10),-,-
2026-01-20 11:27,,興達新CC#1,1300.0,0.000%
2026-01-20 11:27,,興達新CC#2(註10),-,-
2026-01-20 11:27,,興達CC#1,445.2,44.700%
2026-01-20 11:27,,興達CC#2,445.2,48.114%
2026-01-20 11:27,,興達CC#3,445.2,0.000%
2026-01-20 11:27,,興達CC#4,445.2,70.487%
2026-01-20 11:27,,興達CC#5,445.2,0.000%
2026-01-20 11:27,,南部CC#1,288.8,50.173%
2026-01-20 11:27,,南部CC#2,288.8,104.467%
2026-01-20 11:27,,南部CC#3,288.8,105.332%
2026-01-20 11:27,,南部CC#4,251.4,98.528%
2026-01-20 11:27,,大林#5,-,-
2026-01-20 11:27,,大林#6,550.0,81.364%
2026-01-20 11:27,,小計,15005.0(26.013%),
2026-01-20 11:27,,海湖#1,450.0,102.000%
2026-01-20 11:27,,新桃#1,630.0,71.603%
2026-01-20 11:27,,國光#1,480.0,103.479%
2026-01-20 11:27,,星彰#1,506.9,105.454%
2026-01-20 11:27,,星元#1,549.1,100.583%
2026-01-20 11:27,,嘉惠#1,700.0,98.429%
2026-01-20 11:27,,嘉惠#2,510.0,98.549%
2026-01-20 11:27,,豐德#1,506.9,96.734%
2026-01-20 11:27,,豐德#2,506.9,96.793%
2026-01-20 11:27,,豐德#3,1100.0,98.755%
2026-01-20 11:27,,小計,5939.7(10.297%),
2026-01-20 11:27,,協和#3,500.0,28.140%
2026-01-20 11:27,,協和#4,500.0,27.800%
2026-01-20 11:27,,澎湖尖山(註4),129.8,31.587%
2026-01-20 11:27,,小計,1129.8(1.959%),
2026-01-20 11:27,,核二Gas1,-,-
2026-01-20 11:27,,核二Gas2,-,-
2026-01-20 11:27,,核三Gas1,-,-
2026-01-20 11:27,,核三Gas2,-,-
2026-01-20 11:27,,台中Gas1&amp;2,140.0,0.000%
2026-01-20 11:27,,台中Gas3&amp;4,140.0,0.000%
2026-01-20 11:27,,金門塔山(註4),113.3,33.189%
2026-01-20 11:27,,馬祖珠山(註4),28.6,35.265%
2026-01-20 11:27,,離島其他(註4),41.2,N/A
2026-01-20 11:27,,小計,463.2(0.803%),
2026-01-20 11:27,,德基#1,78.0,43.462%
2026-01-20 11:27,,德基#2,78.0,0.000%
2026-01-20 11:27,,德基#3,78.0,0.000%
2026-01-20 11:27,,青山#1,92.0,10.435%
2026-01-20 11:27,,青山#2,92.0,10.543%
2026-01-20 11:27,,青山#3,92.0,10.543%
2026-01-20 11:27,,青山#4,92.0,0.000%
2026-01-20 11:27,,谷關#1,54.4,0.000%
2026-01-20 11:27,,谷關#2,54.4,17.264%
2026-01-20 11:27,,谷關#3,54.4,0.000%
2026-01-20 11:27,,谷關#4,54.4,0.000%
2026-01-20 11:27,,天輪#1,22.5,0.000%
2026-01-20 11:27,,天輪#2,22.5,0.000%
2026-01-20 11:27,,天輪#3,22.5,0.000%
2026-01-20 11:27,,天輪#4,22.5,0.000%
2026-01-20 11:27,,天輪#5,105.0,0.000%
2026-01-20 11:27,,馬鞍#1,66.7,12.436%
2026-01-20 11:27,,馬鞍#2,66.7,0.000%
2026-01-20 11:27,,卓蘭#1,40.0,0.000%
2026-01-20 11:27,,卓蘭#2,40.0,99.500%
2026-01-20 11:27,,萬大#1,10.4,0.000%
2026-01-20 11:27,,萬大#2,10.4,96.618%
2026-01-20 11:27,,萬大#3,15.3,0.000%
2026-01-20 11:27,,萬大#4,19.7,0.000%
2026-01-20 11:27,,松林#1&amp;2,20.9,0.000%
2026-01-20 11:27,,大觀一#1,22.0,30.000%
2026-01-20 11:27,,大觀一#2,22.0,0.000%
2026-01-20 11:27,,大觀一#3,22.0,30.909%
2026-01-20 11:27,,大觀一#4,22.0,31.818%
2026-01-20 11:27,,大觀一#5,22.0,30.455%
2026-01-20 11:27,,鉅工#1,21.8,13.333%
2026-01-20 11:27,,鉅工#2,21.8,13.333%
2026-01-20 11:27,,水里#1,12.8,0.002%
2026-01-20 11:27,,立霧#1&amp;#2,32.0,0.000%
2026-01-20 11:27,,龍澗#1,48.6,0.000%
2026-01-20 11:27,,龍澗#2,48.6,22.222%
2026-01-20 11:27,,碧海,61.2,35.784%
2026-01-20 11:27,,烏來&amp;桂山&amp;粗坑,40.5,56.790%
2026-01-20 11:27,,北部小水力(註6),31.1,71.978%
2026-01-20 11:27,,中部小水力(註6),31.3,10.864%
2026-01-20 11:27,,南部小水力(註6),7.2,50.209%
2026-01-20 11:27,,東部小水力(註6),54.6,49.817%
2026-01-20 11:27,,翡翠#1,70.0,108.857%
2026-01-20 11:27,,石門#1,45.0,0.000%
2026-01-20 11:27,,石門#2,45.0,99.778%
2026-01-20 11:27,,曾文#1,50.0,99.600%
2026-01-20 11:27,,義興#1,40.0,44.750%
2026-01-20 11:27,,名間,16.7,0.000%
2026-01-20 11:27,,嘉南西口、烏山頭和八田,22.5,25.211%
2026-01-20 11:27,,卑南,2.0,50.505%
2026-01-20 11:27,,捷祥關山,1.0,0.000%
2026-01-20 11:27,,其它購電小水力,6.1,N/A
2026-01-20 11:27,,小計(註5),2124.4(3.683%),
2026-01-20 11:27,陸域風力台電自有(註13),觀園,30.0,79.920%
2026-01-20 11:27,陸域風力台電自有(註13),台中港,35.0,56.829%
2026-01-20 11:27,陸域風力台電自有(註13),王功,23.0,90.435%
2026-01-20 11:27,陸域風力台電自有(註13),彰工,86.2,64.617%
2026-01-20 11:27,陸域風力台電自有(註13),雲麥,46.0,57.609%
2026-01-20 11:27,陸域風力台電自有(註13),四湖,28.0,87.500%
2026-01-20 11:27,陸域風力台電自有(註13),其它台電自有,84.7,46.259%
2026-01-20 11:27,陸域風力購電(註13),苗栗大鵬,42.0,89.524%
2026-01-20 11:27,陸域風力購電(註13),鹿威彰濱,55.2,87.681%
2026-01-20 11:27,陸域風力購電(註13),觀威觀音&amp;桃威新屋,48.3,83.437%
2026-01-20 11:27,陸域風力購電(註13),中威大安,75.9,118.709%
2026-01-20 11:27,陸域風力購電(註13),創維風,49.2,92.886%
2026-01-20 11:27,陸域風力購電(註13),新源崙背,25.2,96.429%
2026-01-20 11:27,陸域風力購電(註13),彰品風(註10),-,-
2026-01-20 11:27,陸域風力購電(註13),其它購電風力,178.4,46.188%
2026-01-20 11:27,離岸風力台電自有(註13),離岸一期,109.2,82.784%
2026-01-20 11:27,離岸風力台電自有(註13),離岸二期(註10),-,-
2026-01-20 11:27,離岸風力購電(註13),海洋竹南,128.0,96.172%
2026-01-20 11:27,離岸風力購電(註13),海能風,376.0,90.479%
2026-01-20 11:27,離岸風力購電(註13),沃一風,605.2,88.883%
2026-01-20 11:27,離岸風力購電(註13),沃二風,294.8,93.769%
2026-01-20 11:27,離岸風力購電(註13),沃四風(註10),-,-
2026-01-20 11:27,離岸風力購電(註13),沃南風(註10),-,-
2026-01-20 11:27,離岸風力購電(註13),芳一風,96.0,91.583%
2026-01-20 11:27,離岸風力購電(註13),芳二風,451.2,75.833%
2026-01-20 11:27,離岸風力購電(註13),允湖(註10),-,-
2026-01-20 11:27,離岸風力購電(註13),允西(註10),-,-
2026-01-20 11:27,離岸風力購電(註13),中能風(註10),-,-
2026-01-20 11:27,離岸風力購電(註13),龍A風(註10),-,-
2026-01-20 11:27,離岸風力購電(註13),龍B風(註10),-,-
2026-01-20 11:27,,小計,2867.5(4.971%),
2026-01-20 11:27,太陽能台電自有(註13),彰濱光,100.0,0.000%
2026-01-20 11:27,太陽能台電自有(註13),南鹽光,150.0,0.000%
2026-01-20 11:27,太陽能台電自有(註13),其它台電自有,24.3,0.000%
2026-01-20 11:27,太陽能購電(註13),崙尾光,-,-
2026-01-20 11:27,太陽能購電(註13),天衝光,-,-
2026-01-20 11:27,太陽能購電(註13),天篷光,80.0,0.000%
2026-01-20 11:27,太陽能購電(註13),寶興光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),聯華光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),向陽光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),星崴光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),碩力光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),天英光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),志光光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),永堯光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),昱昶光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),星崙光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),新和光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),生利光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),廷和光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),星股光(註10),-,-
2026-01-20 11:27,太陽能購電(註13),其它購電太陽能,14327.6,0.000%
2026-01-20 11:27,,小計,14681.9(25.453%),
2026-01-20 11:27,,台電自有地熱,0.8,0.000%
2026-01-20 11:27,,購電地熱,6.4,49.620%
2026-01-20 11:27,,生質能(Biofuel),60.7,69.074%
2026-01-20 11:27,,小計,67.9(0.118%),
2026-01-20 11:27,抽蓄水力(Pumped Hydro),大觀二#1,250.0,65.240%
2026-01-20 11:27,抽蓄水力(Pumped Hydro),大觀二#2,250.0,0.000%
2026-01-20 11:27,抽蓄水力(Pumped Hydro),大觀二#3,250.0,66.400%
2026-01-20 11:27,抽蓄水力(Pumped Hydro),大觀二#4,250.0,0.000%
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#1,267.0,64.757%
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#2,267.0,0.000%
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#3,267.0,65.019%
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#4,267.0,59.476%
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#5,267.0,0.000%
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#6,267.0,0.000%
2026-01-20 11:27,電池(Battery),電池(註16),811.3,15.629%
2026-01-20 11:27,,小計,3413.3(5.917%),
2026-01-20 11:27,抽蓄水力(Pumped Hydro),大觀二#1,-,-
2026-01-20 11:27,抽蓄水力(Pumped Hydro),大觀二#2,-,-
2026-01-20 11:27,抽蓄水力(Pumped Hydro),大觀二#3,-,-
2026-01-20 11:27,抽蓄水力(Pumped Hydro),大觀二#4,-,-
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#1,-,-
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#2,-,-
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#3,-,-
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#4,-,-
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#5,-,-
2026-01-20 11:27,抽蓄水力(Pumped Hydro),明潭#6,-,-
2026-01-20 11:27,電池(Battery),電池(註16),-,-
2026-01-20 13:53,,林口#1,800.0,94.650%
2026-01-20 13:53,,林口#2,800.0,0.000%
2026-01-20 13:53,,林口#3,800.0,95.613%
2026-01-20 13:53,,台中#1,550.0,67.436%
2026-01-20 13:53,,台中#2,550.0,71.200%
2026-01-20 13:53,,台中#3,550.0,70.018%
2026-01-20 13:53,,台中#4,550.0,0.000%
2026-01-20 13:53,,台中#5,550.0,70.709%
2026-01-20 13:53,,台中#6,550.0,0.000%
2026-01-20 13:53,,台中#7,550.0,71.255%
2026-01-20 13:53,,台中#8,550.0,71.636%
2026-01-20 13:53,,台中#9,550.0,0.000%
2026-01-20 13:53,,台中#10,550.0,92.600%
2026-01-20 13:53,,興達#1(註15),-,-
2026-01-20 13:53,,興達#2(註15),-,-
2026-01-20 13:53,,興達#3(註15),-,-
2026-01-20 13:53,,興達#4(註12),550.0,0.000%
2026-01-20 13:53,,大林#1,800.0,0.000%
2026-01-20 13:53,,大林#2,800.0,94.625%
2026-01-20 13:53,,小計,10050.0(17.423%),
2026-01-20 13:53,,汽電共生,631.4,-
2026-01-20 13:53,,小計,631.4(1.095%),
2026-01-20 13:53,,和平#1,648.6,92.514%
2026-01-20 13:53,,和平#2,660.0,89.015%
2026-01-20 13:53,,小計,1308.6(2.269%),
2026-01-20 13:53,,大潭CC#1,742.7,0.000%
2026-01-20 13:53,,大潭CC#2,742.7,54.342%
2026-01-20 13:53,,大潭CC#3,724.7,86.284%
2026-01-20 13:53,,大潭CC#4,724.7,78.225%
2026-01-20 13:53,,大潭CC#5,724.7,70.540%
2026-01-20 13:53,,大潭CC#6,724.7,84.090%
2026-01-20 13:53,,大潭CC#7(註10),-,-
2026-01-20 13:53,,大潭CC#8,1123.6,0.000%
2026-01-20 13:53,,大潭CC#9,1123.6,100.736%
2026-01-20 13:53,,通霄CC#1,892.6,104.661%
2026-01-20 13:53,,通霄CC#2,892.6,94.073%
2026-01-20 13:53,,通霄CC#3,892.6,99.664%
2026-01-20 13:53,,通霄CC#6,321.2,97.042%
2026-01-20 13:53,,通霄GT#9,180.9,0.000%
2026-01-20 13:53,,台中CC#1(註10),-,-
2026-01-20 13:53,,興達新CC#1,1300.0,0.000%
2026-01-20 13:53,,興達新CC#2(註10),-,-
2026-01-20 13:53,,興達CC#1,445.2,44.430%
2026-01-20 13:53,,興達CC#2,445.2,48.137%
2026-01-20 13:53,,興達CC#3,445.2,0.000%
2026-01-20 13:53,,興達CC#4,445.2,70.374%
2026-01-20 13:53,,興達CC#5,445.2,0.000%
2026-01-20 13:53,,南部CC#1,288.8,49.965%
2026-01-20 13:53,,南部CC#2,288.8,103.843%
2026-01-20 13:53,,南部CC#3,288.8,104.848%
2026-01-20 13:53,,南部CC#4,251.4,99.523%
2026-01-20 13:53,,大林#5,-,-
2026-01-20 13:53,,大林#6,550.0,63.709%
2026-01-20 13:53,,小計,15005.0(26.013%),
2026-01-20 13:53,,海湖#1,450.0,102.022%
2026-01-20 13:53,,新桃#1,630.0,71.952%
2026-01-20 13:53,,國光#1,480.0,103.667%
2026-01-20 13:53,,星彰#1,506.9,105.632%
2026-01-20 13:53,,星元#1,549.1,100.856%
2026-01-20 13:53,,嘉惠#1,700.0,98.429%
2026-01-20 13:53,,嘉惠#2,510.0,98.745%
2026-01-20 13:53,,豐德#1,506.9,96.931%
2026-01-20 13:53,,豐德#2,506.9,104.132%
2026-01-20 13:53,,豐德#3,1100.0,85.282%
2026-01-20 13:53,,小計,5939.7(10.297%),
2026-01-20 13:53,,協和#3,500.0,27.980%
2026-01-20 13:53,,協和#4,500.0,28.120%
2026-01-20 13:53,,澎湖尖山(註4),129.8,32.666%
2026-01-20 13:53,,小計,1129.8(1.959%),
2026-01-20 13:53,,核二Gas1,-,-
2026-01-20 13:53,,核二Gas2,-,-
2026-01-20 13:53,,核三Gas1,-,-
2026-01-20 13:53,,核三Gas2,-,-
2026-01-20 13:53,,台中Gas1&amp;2,140.0,0.000%
2026-01-20 13:53,,台中Gas3&amp;4,140.0,0.000%
2026-01-20 13:53,,金門塔山(註4),113.3,35.395%
2026-01-20 13:53,,馬祖珠山(註4),28.6,37.011%
2026-01-20 13:53,,離島其他(註4),41.2,N/A
2026-01-20 13:53,,小計,463.2(0.803%),
2026-01-20 13:53,,德基#1,78.0,48.846%
2026-01-20 13:53,,德基#2,78.0,0.000%
2026-01-20 13:53,,德基#3,78.0,0.000%
2026-01-20 13:53,,青山#1,92.0,11.630%
2026-01-20 13:53,,青山#2,92.0,11.304%
2026-01-20 13:53,,青山#3,92.0,11.087%
2026-01-20 13:53,,青山#4,92.0,0.000%
2026-01-20 13:53,,谷關#1,54.4,0.000%
2026-01-20 13:53,,谷關#2,54.4,18.182%
2026-01-20 13:53,,谷關#3,54.4,0.000%
2026-01-20 13:53,,谷關#4,54.4,0.000%
2026-01-20 13:53,,天輪#1,22.5,0.000%
2026-01-20 13:53,,天輪#2,22.5,0.000%
2026-01-20 13:53,,天輪#3,22.5,0.000%
2026-01-20 13:53,,天輪#4,22.5,0.000%
2026-01-20 13:53,,天輪#5,105.0,0.000%
2026-01-20 13:53,,馬鞍#1,66.7,11.537%
2026-01-20 13:53,,馬鞍#2,66.7,0.000%
2026-01-20 13:53,,卓蘭#1,40.0,0.000%
2026-01-20 13:53,,卓蘭#2,40.0,0.000%
2026-01-20 13:53,,萬大#1,10.4,0.000%
2026-01-20 13:53,,萬大#2,10.4,0.000%
2026-01-20 13:53,,萬大#3,15.3,0.000%
2026-01-20 13:53,,萬大#4,19.7,0.000%
2026-01-20 13:53,,松林#1&amp;2,20.9,0.000%
2026-01-20 13:53,,大觀一#1,22.0,30.000%
2026-01-20 13:53,,大觀一#2,22.0,0.000%
2026-01-20 13:53,,大觀一#3,22.0,30.909%
2026-01-20 13:53,,大觀一#4,22.0,30.909%
2026-01-20 13:53,,大觀一#5,22.0,29.091%
2026-01-20 13:53,,鉅工#1,21.8,13.333%
2026-01-20 13:53,,鉅工#2,21.8,23.908%
2026-01-20 13:53,,水里#1,12.8,0.002%
2026-01-20 13:53,,立霧#1&amp;#2,32.0,0.000%
2026-01-20 13:53,,龍澗#1,48.6,0.000%
2026-01-20 13:53,,龍澗#2,48.6,61.728%
2026-01-20 13:53,,碧海,61.2,78.595%
2026-01-20 13:53,,烏來&amp;桂山&amp;粗坑,40.5,42.469%
2026-01-20 13:53,,北部小水力(註6),31.1,71.978%
2026-01-20 13:53,,中部小水力(註6),31.3,10.545%
2026-01-20 13:53,,南部小水力(註6),7.2,50.209%
2026-01-20 13:53,,東部小水力(註6),54.6,59.890%
2026-01-20 13:53,,翡翠#1,70.0,0.000%
2026-01-20 13:53,,石門#1,45.0,0.000%
2026-01-20 13:53,,石門#2,45.0,0.000%
2026-01-20 13:53,,曾文#1,50.0,99.600%
2026-01-20 13:53,,義興#1,40.0,34.750%
2026-01-20 13:53,,名間,16.7,0.000%
2026-01-20 13:53,,嘉南西口、烏山頭和八田,22.5,24.998%
2026-01-20 13:53,,卑南,2.0,35.354%
2026-01-20 13:53,,捷祥關山,1.0,0.000%
2026-01-20 13:53,,其它購電小水力,6.1,N/A
2026-01-20 13:53,,小計(註5),2124.4(3.683%),
2026-01-20 13:53,陸域風力台電自有(註13),觀園,30.0,79.920%
2026-01-20 13:53,陸域風力台電自有(註13),台中港,35.0,73.671%
2026-01-20 13:53,陸域風力台電自有(註13),王功,23.0,100.435%
2026-01-20 13:53,陸域風力台電自有(註13),彰工,86.2,64.733%
2026-01-20 13:53,陸域風力台電自有(註13),雲麥,46.0,57.609%
2026-01-20 13:53,陸域風力台電自有(註13),四湖,28.0,88.571%
2026-01-20 13:53,陸域風力台電自有(註13),其它台電自有,84.7,46.259%
2026-01-20 13:53,陸域風力購電(註13),苗栗大鵬,42.0,86.429%
2026-01-20 13:53,陸域風力購電(註13),鹿威彰濱,55.2,86.775%
2026-01-20 13:53,陸域風力購電(註13),觀威觀音&amp;桃威新屋,48.3,80.124%
2026-01-20 13:53,陸域風力購電(註13),中威大安,75.9,119.368%
2026-01-20 13:53,陸域風力購電(註13),創維風,49.2,93.089%
2026-01-20 13:53,陸域風力購電(註13),新源崙背,25.2,96.429%
2026-01-20 13:53,陸域風力購電(註13),彰品風(註10),-,-
2026-01-20 13:53,陸域風力購電(註13),其它購電風力,178.4,52.298%
2026-01-20 13:53,離岸風力台電自有(註13),離岸一期,109.2,81.282%
2026-01-20 13:53,離岸風力台電自有(註13),離岸二期(註10),-,-
2026-01-20 13:53,離岸風力購電(註13),海洋竹南,128.0,96.484%
2026-01-20 13:53,離岸風力購電(註13),海能風,376.0,88.644%
2026-01-20 13:53,離岸風力購電(註13),沃一風,605.2,88.834%
2026-01-20 13:53,離岸風力購電(註13),沃二風,294.8,93.362%
2026-01-20 13:53,離岸風力購電(註13),沃四風(註10),-,-
2026-01-20 13:53,離岸風力購電(註13),沃南風(註10),-,-
2026-01-20 13:53,離岸風力購電(註13),芳一風,96.0,92.167%
2026-01-20 13:53,離岸風力購電(註13),芳二風,451.2,75.399%
2026-01-20 13:53,離岸風力購電(註13),允湖(註10),-,-
2026-01-20 13:53,離岸風力購電(註13),允西(註10),-,-
2026-01-20 13:53,離岸風力購電(註13),中能風(註10),-,-
2026-01-20 13:53,離岸風力購電(註13),龍A風(註10),-,-
2026-01-20 13:53,離岸風力購電(註13),龍B風(註10),-,-
2026-01-20 13:53,,小計,2867.5(4.971%),
2026-01-20 13:53,太陽能台電自有(註13),彰濱光,100.0,0.000%
2026-01-20 13:53,太陽能台電自有(註13),南鹽光,150.0,0.000%
2026-01-20 13:53,太陽能台電自有(註13),其它台電自有,24.3,0.000%
